id,url,servings,readyInMins,cookMins,prepMins,pricePerServing,isCheap,cuisines,diets,glutenFree,lowFodmap,vegan,vegetarian,veryHealthy,veryPopular,numSteps,numIngrs,ingrList
649405,https://www.foodista.com/recipe/XSWN5NTY/lebanese-lentil-soup,4,45,None,None,675.42,False,['Middle Eastern'],"['gluten free', 'dairy free']",True,False,False,False,True,False,12,11,"['pepper', 'rice', 'coriander seed', 'lentils', 'garlic', 'ham bone', 'lemon juice', 'onion', 'salt', 'spinach', 'water']"
661741,https://www.foodista.com/recipe/K56CFWZB/strawberry-and-chocolate-chip-panini,1,45,None,None,273.93,False,[],['dairy free'],False,False,False,False,False,False,4,4,"['strawberries', 'chocolate chips- handful', 'sourdough bread', 'olive oil and brush']"
1096025,https://www.foodista.com/recipe/ZSDGBCXH/steak-salad-with-chimichurri-sauce,4,30,None,None,538.24,False,"['South American', 'Latin American']","['gluten free', 'dairy free', 'paleolithic', 'primal', 'whole 30', 'ketogenic']",True,False,False,False,True,False,16,17,"['flank steak', 'olive oil', 'salt and pepper to season', 'onion', 'baby bella mushrooms', 'spring mix', 'cherry tomatoes', 'avocado', 'lightly parsley', 'garlic', 'thyme', 'pepper flakes', 'bone broth', 'red wine vinegar', 'extra virgin olive oil', 'salt', 'pepper']"
646556,https://www.foodista.com/recipe/N7DJYM3J/hearty-beef-and-mushroom-soup,4,45,None,None,274.37,False,[],"['gluten free', 'dairy free']",True,False,False,False,True,False,8,12,"['bay leaf', 'beef stew meat', 'beef broth', 'golden mushroom soup', 'garlic', 'kale', 'merlot', 'mushroom', 'olive oil', 'onion', 'water', 'worcestershire sauce']"
659237,https://www.foodista.com/recipe/GVJPKVQY/san-francisco-cioppino,8,45,None,None,718.18,False,[],"['gluten free', 'dairy free', 'paleolithic', 'primal', 'pescatarian']",True,False,False,False,True,False,14,15,"['canned tomatoes', 'clams', 'wine', 'freshly dungeness crabs', 'fish', 'basil', 'parsley', 'garlic', 'ground pepper', 'olive oil', 'oregano', 'shrimp', 'scallops', 'tomato paste', 'onion']"
649933,https://www.foodista.com/recipe/WKKPFD6Y/lentil-soup-with-chorizo,4,30,None,None,256.25,False,[],"['gluten free', 'dairy free']",True,False,False,False,True,False,10,11,"['chicken stock', 'chorizo into cubes', 'thyme leaves', 'garlic', 'lentils', 'bell pepper', 'salt', 'shallots', 'paprika', 'sunflower oil', 'tomato purée']"
649248,https://www.foodista.com/recipe/W5XY7PWG/lamb-tagine-stew,4,45,None,None,469.64,False,[],"['gluten free', 'dairy free', 'paleolithic', 'primal', 'ketogenic']",True,False,False,False,True,False,6,13,"['pepper', 'carrot', 'cinnamon', 'peas', 'juice of lemon', 'lamb', 'lamb stock', 'mushroom', 'olive oil', 'onion', 'oregano', 'parsley', 'salt']"
1096017,https://www.foodista.com/recipe/K6M5RCKM/mexican-chicken-rice-bowl,4,30,None,None,410.08,False,['Mexican'],"['gluten free', 'dairy free']",True,False,False,False,True,False,14,11,"['chicken breasts', 'parsley', 'brown rice', 'black beans', 'corn', 'tomato', 'avocado', 'limes', 'salsa', 'olive oil', 'salt & pepper']"
638552,https://www.foodista.com/recipe/B2NXFCCF/chili-chops-with-cauliflower-salad,4,45,None,None,306.09,False,['American'],['gluten free'],True,False,False,False,False,False,16,15,"['canned tomatoes', 'cauliflower', 'cream cheese', 'cumin', 'tarragon', 'parsley', 'chilies', 'lemon juice', 'mayonnaise', 'oil', 'pork chops', 'bell pepper', 'salt', 'salt and pepper', 'swiss cheese']"
645711,https://www.foodista.com/recipe/R25T76VX/grilled-fish-tacos-w-spicy-tequila-lime-guacamole,4,45,None,None,552.68,False,['Mexican'],['pescatarian'],False,False,False,False,True,False,12,14,"['avocado', 'flaky fish', 'taco flour tortillas', 'cilantro', 'jalapeno', 'lettuce', 'lime juice', 'lime zest', 'nonfat greek yogurt', 'olive oil', 'onion', 'salt and pepper', 'clear tequila', 'tomatoes']"
639844,https://www.foodista.com/recipe/M8Q2RBKM/cod-with-chickpeas-leeks-baby-kale-and-seared-cherry-tomatoes,4,45,None,None,449.08,False,[],['pescatarian'],False,False,False,False,True,False,29,15,"['chickpeas', 'canola oil', 'cherry tomatoes', 'chicken broth', 'cod fillet', 'flour', 'garlic', 'baby kale', 'leeks', 'lemon juice', 'lemon wedges', 'olive oil', 'salt & pepper', 'sugar', 'butter']"
645418,https://www.foodista.com/recipe/PDS5KZWD/green-beans-with-pearl-onions-and-salmon,4,45,None,None,490.96,False,[],"['gluten free', 'pescatarian']",True,False,False,False,False,False,12,8,"['green beans', 'pearl onions', 'olive oil', 'butter', 'chicken stock', 'brown sugar', 'salt and pepper', 'salmon steaks']"
647124,https://www.foodista.com/recipe/X27TPBXD/homemade-thin-crust-pizza-pesto-potato,6,45,None,None,199.57,False,"['Mediterranean', 'Italian', 'European']",[],False,False,False,False,False,False,36,13,"['almonds', 'basil', 'extra virgin olive oil', 'flour', 'kosher salt', 'manchego cheese', 'olive oil', 'bell pepper', 'potato', 'salt', 'sugar', 'water', 'yeast']"
638649,https://www.foodista.com/recipe/BPHS2ZXF/chinese-chicken-salad-with-creamy-soy-dressing,2,30,None,None,325.28,False,"['Chinese', 'Asian']",['gluten free'],True,False,False,False,True,False,3,9,"['bell pepper', 'carrot', 'mayonnaise', 'ginger root', 'green onions', 'soy sauce', 'chicken breast', 'snow peas', 'torn spinach leaves']"
642695,https://www.foodista.com/recipe/V27NW364/feta-stuffed-burgers,4,45,None,None,489.45,False,['American'],[],False,False,False,False,True,False,7,7,"['feta cheese', 'hamburger buns', 'ground beef', 'bell pepper', 'onion', 'spinach', 'tomatoes']"
648238,https://www.foodista.com/recipe/68Z6J73Y/italian-sausage-and-vegetable-soup,6,45,None,None,200.95,False,"['Mediterranean', 'Italian', 'European']","['gluten free', 'dairy free']",True,False,False,False,False,False,8,12,"['olive oil', 'spicy sausages', 'onion', 'carrots', 'bay leaf', 'seasoning', 'pepper flakes', 'salt and pepper', 'chicken stock', 'canned tomatoes', 'cannellini beans', 'spinach']"
636233,https://www.foodista.com/recipe/GWHBWD2G/broccoli-with-sauteed-bread-crumbs-garlic,4,45,None,None,131.87,False,[],[],False,False,False,False,False,False,6,9,"['bread crumbs', 'broccoli', 'garlic', 'ground pepper', 'juice of lemon', 'olive oil', 'pepper flakes', 'romano cheese', 'sea salt']"
656846,https://www.foodista.com/recipe/RTDNFR4H/pork-with-blueberry-sauce,4,45,None,None,359.54,False,[],"['gluten free', 'dairy free']",True,False,False,False,False,False,15,10,"['balsamic vinegar', 'pint blueberries', 'brown sugar', 'canola oil', 'lime zest', 'to garnish: parsley', 'bell pepper', 'pork chops', 'onion', 'salt']"
663822,https://www.foodista.com/recipe/YPSCBJTN/trinidad-callaloo-soup,4,45,None,None,325.39,False,"['Central American', 'Caribbean']","['gluten free', 'dairy free']",True,False,False,False,False,False,6,14,"['onion', 'okra', 'salt pork', 'thyme', 'garlic', 'habanero chile', 'scallions', 'coconut oil', 'baby spinach leaves', 'chicken stock', 'salt and pepper', 'coconut milk', 'crab meat', 'rice']"
673457,https://www.pinkwhen.com/slow-cooker-chili-recipe/,5,45,None,None,315.42,False,['American'],"['gluten free', 'dairy free']",True,False,False,False,True,False,None,14,"['bell pepper', 'kidney beans', 'pinto beans', 'cayenne pepper', 'chili powder', 'cumin', 'ground beef', 'onions', 'oregano', 'group pepper', 'tomato juice', 'tomato paste', 'water', 'sugar']"
662376,https://www.foodista.com/recipe/DMQTR5ZC/superbowl-chili,8,45,None,None,505.57,False,['American'],['gluten free'],True,False,False,False,False,False,16,19,"['black beans', 'canned tomatoes', 'carrots', 'plus 1 chili powder', 'chipotle chile pepper in adobo sauce', 'cumin', 'cilantro', 'garlic', 'green onions', 'kosher salt', 'ground beef', 'lime', 'chicken stock', 'monterey jack cheese', 'olive oil', 'onions', 'oregano', 'sirloin steak', 'cream']"
665141,https://www.foodista.com/recipe/RVL5KQP4/white-bean-and-garlic-soup-with-spinach-and-crispy-prosciutto-and-rosemary-garlic-toasts,4,60,None,None,386.21,False,[],['dairy free'],False,False,False,False,True,False,19,12,"['beans', 'carrots', 'bread', 'rosemary', 'garlic', 'chicken broth', 'olive oil', 'onion', 'prosciutto', 'pepper flakes', 'salt & pepper', 'spinach']"
657226,https://www.foodista.com/recipe/TV32HN3D/pulled-pork-sandwich-with-mango-bbq-sauce,4,45,None,None,496.7,False,['American'],['dairy free'],False,False,False,False,False,False,14,16,"['apple cider vinegar', 'pork shoulder', 'brioche rolls', 'cumin seeds', 'brown sugar', 'fennel seeds', 'ginger', 'kosher salt', 'lime juice', 'mango puree', 'molasses', 'onion', 'paprika', 'serrano pepper', 'vegetable oil', 'worcestershire sauce']"
649141,https://www.foodista.com/recipe/PLJM7MZK/la-bella-burger,4,30,None,None,565.16,False,['American'],[],False,False,False,False,False,False,27,21,"['pepper', 'burger buns', 'egg', 'extra virgin olive oil', 'extra virgin olive oil', 'basil', 'basil', 'mozzarella', 'rosemary', 'garlic', 'ground turkey', 'turkey sausage', 'mayonnaise', 'oregano', 'pepper', 'pine nuts', 'bell pepper', 'salt', 'salt', 'spinach leaves', 'thyme']"
639850,https://www.foodista.com/recipe/R2VC8DFL/cod-with-tomatoes-olives-and-polenta,4,45,None,None,334.32,False,[],"['gluten free', 'dairy free', 'pescatarian']",True,False,False,False,False,False,10,15,"['olives', 'cod fillets', 'corn polenta', 'corn flour', 'wine', 'parsley', 'olive oil', 'oregano', 'oregano', 'salt', 'salt', 'tomatoes', 'water', 'pepper', 'white wine']"
645265,https://www.foodista.com/recipe/GPCD3SV6/great-greek-salad,4,45,None,None,360.29,False,"['Mediterranean', 'European', 'Greek']",['gluten free'],True,False,False,False,False,False,3,8,"['cucumbers', 'feta cheese', 'kalamata olives', 'roma tomatoes', 'oil sun-dried tomatoes', 'onion', 'rice vinegar', 'greek seasoning']"
657933,https://www.foodista.com/recipe/RH3DM545/ratatouille-pasta,4,45,None,None,263.04,False,"['Mediterranean', 'French', 'European']",[],False,False,False,False,False,False,11,12,"['onion', 'olive oil', 'sea salt and pepper', 'garlic', 'zucchini', 'eggplant', 'seasoning', 'artichokes', 'tomatoes', 'spaghetti', 'extra virgin olive oil', 'parmesan']"
651034,https://www.foodista.com/recipe/JL7Y23HM/marinated-flat-iron-steak,4,45,None,None,408.51,False,[],"['gluten free', 'dairy free', 'whole 30', 'ketogenic']",True,False,False,False,False,False,7,11,"['balsamic vinegar', 'dijon mustard', 'flat iron steak', 'garlic cloves', 'ginger', 'herbs: rosemary', 'lemon zest', 'lemons', 'mayonnaise', 'olive oil', 'salt and pepper']"
664402,https://www.foodista.com/recipe/B6R442YN/vegan-broccoli-cheddar-soup,4,45,None,None,369.32,False,[],"['gluten free', 'dairy free']",True,False,False,False,False,False,26,18,"['broccoli', 'jalapeno: )', 'shallot', 'juice of lemon', 'vegetable broth', 'pepper', 'salt', 'onion', 'soy creamer', 'yukon gold potatoes', 'parsley', 'bay leaf', 'olive oil', 'soy milk', 'vegenaise', 'vegan cheddar cheese', 'garnish/on hand: basil', 'lower-fat modifications follow instructions']"
645753,https://www.foodista.com/recipe/Y7V8XVZ7/grilled-lemon-garlic-chicken,4,45,None,None,259.0,False,[],"['gluten free', 'dairy free', 'paleolithic', 'primal', 'fodmap friendly', 'whole 30']",True,True,False,False,False,False,5,6,"['chicken breast', 'garlic olive oil', 'lemon juice', 'tumeric', 'salt and pepper', 'cilantro']"
652990,https://www.foodista.com/recipe/7NCCDLP2/nearly-famous-chicken-tortilla-soup,4,45,None,None,440.25,False,[],['gluten free'],True,False,False,False,False,False,9,17,"['olive oil', 'onion', 'cilantro', 'garlic', 'tomatoes', 'chicken broth', 'cumin', 'chili powder', 'cayenne pepper', 'bay leaves', 'carrots', 'chicken breasts', 'salt', 'bell pepper', 'cheddar cheese', 'avocados', 'tortilla chips']"
634965,https://www.foodista.com/recipe/7SFVMHXW/bibimbab-korean-rice-w-vegetables-beef,4,45,None,None,480.18,False,"['Korean', 'Asian']","['gluten free', 'dairy free']",True,False,False,False,False,False,27,13,"['carrots', 'rice', 'eggs', 'cucumber', 'garlic clove', 'sprinkle gochugaru', 'gochujang', 'olive oil', 'sesame oil', 'sesame seeds', 'soy sauce', 'spinach', 'sandwich steaks']"
635964,https://www.foodista.com/recipe/2M6MVKZT/bread-omlette,1,45,None,None,171.51,False,[],['lacto ovo vegetarian'],False,False,False,True,False,False,58,4,"['bread crumbs', 'eggs', 'milk', 'pch salt']"
641166,https://www.foodista.com/recipe/W6667Q8G/cutlets-with-balsamic-vinegar-thyme-and-parmesan-mashed-potatoes,2,45,None,None,289.45,False,[],['gluten free'],True,False,False,False,False,False,16,13,"['balsamic vinegar', 'thyme', 'garlic', 'ground pepper', 'milk', 'nutmeg', 'olive oil', 'olive oil', 'parmesan cheese', 'pork chops', 'potatoes', 'salt', 'salt and pepper']"
640311,https://www.foodista.com/recipe/XNY2KBKG/crab-salad-in-avocado-boats,2,45,None,None,515.81,False,[],"['gluten free', 'dairy free', 'whole 30', 'pescatarian', 'ketogenic']",True,False,False,False,False,False,6,9,"['onion', 'mayonnaise', 'hot sauce such as sriracha', 'cilantro', 'lime juice', 'ground cumin', 'lime zest', 'lump crab meat', 'avocado']"
654902,https://www.foodista.com/recipe/ZTJL374Y/pasta-with-butternut-squash-sausage-and-sage-pesto,8,45,None,None,179.67,False,[],[],False,False,False,False,False,False,21,12,"['butternut squash', 'olive oil', 'kosher salt', 'pepper', 'pasta', 'sausage', 'sage leaves', 'garlic cloves', 'parmesan', 'pine nuts', 'extra virgin olive oil', 'salt and pepper']"
664011,https://www.foodista.com/recipe/FMFZ4LVZ/turkey-burgers,4,45,None,None,242.63,False,['American'],['dairy free'],False,False,False,False,False,False,7,12,"['carrots', 'egg', 'garlic', 'green onions', 'extra ground turkey', 'panko', 'bell pepper', 'salt and pepper', 'paprika', 'spinach', 'tomato paste', 'zucchini']"
634977,https://www.foodista.com/recipe/W8QPNQ3P/bihon-pancit,4,45,None,None,208.03,False,[],['dairy free'],False,False,False,False,False,False,40,10,"['bell pepper', 'cabbage', 'carrots', 'half chicken breasts', 'green beans', 'garlic', 'onion', 'bihon rice noodles', 'lachoy soy sauce', 'vegetable oil']"
637391,https://www.foodista.com/recipe/SZ8F8FWX/chai-panis-malabar-chicken-curry,4,45,None,None,374.84,False,"['Indian', 'Asian']","['gluten free', 'dairy free', 'whole 30']",True,False,False,False,False,False,14,16,"['chicken breast', 'chiles', 'chili powder', 'cilantro', 'curry leaves', 'fenugreek seeds', 'ginger', 'ground coriander', 'lime juice', 'mustard seeds', 'onion', 'salt', 'tomatoes', 'turmeric', 'coconut milk', 'vegetable oil']"
642093,https://www.foodista.com/recipe/JCN42K3H/easy-crockpot-artichoke-garlic-chicken,2,45,None,None,509.68,False,[],['dairy free'],False,False,False,False,False,False,6,12,"['bell pepper', 'onion', 'garlic cloves', 'rosemary', 'cooking tapioca', 'lemon zest', 'chicken broth', 'chicken thighs', 'cut artichoke hearts', 'lemon juice', 'salt & pepper', 'rigatoni pasta']"
1096056,https://www.foodista.com/recipe/TWQTLC6P/sprouted-grain-chicken-pesto-sandwich,6,20,None,None,420.3,False,[],[],False,False,False,False,False,False,14,6,"['chicken breast', 'pesto sauce', 'greek yogurt', 'sun-dried tomatoes', 'lettuce', 'sprouted grain bread']"
640336,https://www.foodista.com/recipe/L6JLY36Q/crabby-corn-chowder,6,45,None,None,476.19,False,[],['pescatarian'],False,False,False,False,False,False,11,14,"['butter', 'celery', 'chili peppers in adobo sauce', 'bay leaves', 'sherry', 'fish stock', 'corn kernels', 'half-and-half', 'lump crab meat', 'olive oil', 'flour', 'salt and pepper', 'onion', 'yukon gold potatoes']"
640314,https://www.foodista.com/recipe/RY3QQFBF/crab-ravioli-with-scallops-and-gremolata,2,45,None,None,640.88,False,"['Mediterranean', 'Italian', 'European']",['pescatarian'],False,False,False,False,False,False,18,16,"['butter', 'crab meat', 'egg white', 'garlic clove', 'lemon', 'lemon juice', 'lemon zest', 'olive oil', 'parsley', 'bell pepper', 'pepper flakes', 'ricotta', 'salt', 'scallops', 'shallots', 'wonton wrappers']"
649031,https://www.foodista.com/recipe/5GCY5HTJ/korean-bibimbab-rice-w-vegetables-beef,4,45,None,None,650.98,False,"['Korean', 'Asian']","['gluten free', 'dairy free']",True,False,False,False,False,False,27,13,"['carrots', 'rice', 'eggs', 'cucumber', 'garlic clove', 'sprinkle gochugaru', 'gochujang', 'olive oil', 'sesame oil', 'sesame seeds', 'soy sauce', 'spinach', 'sandwich steaks']"
991010,https://www.pinkwhen.com/chicken-ranch-burgers-recipe/,3,25,20,5,157.04,False,['American'],['dairy free'],False,False,False,False,False,False,7,5,"['bell pepper', 'bread crumbs', 'purple onion', 'ranch seasoning', 'chicken']"
157219,http://spoonacular.com/-1382776917550,2,25,None,None,394.52,False,[],[],False,False,False,False,False,False,18,10,"['cherry tomatoes', 'garlic', 'seasoning', 'lemon pepper', 'olive oil', 'pappardelle', 'parmesan', 'pine nuts', 'salt and pepper', 'creamed spinach']"
636178,https://www.foodista.com/recipe/N3TSHPQV/broccoli-cheddar-soup-a-panera-bread-co-copycat,4,45,None,None,196.38,False,[],['lacto ovo vegetarian'],False,False,False,True,False,False,15,12,"['bay leaves', 'broccoli florets', 'butter', 'carrot', 'flour', 'half-and-half', 'kosher salt and pepper', 'chicken broth', 'nutmeg', 'onion', 'sharp and cheddar cheese', 'sourdough bread boules']"
633831,https://www.foodista.com/recipe/JYXCTFSX/baked-stuffed-zucchini-by-angies-recipes,4,45,None,None,297.1,False,[],[],False,False,False,False,False,False,19,13,"['bread crumbs', 'cream', 'egg', 'emmentaler cheese', 'flour', 'ground meat', 'onion', 'parsley', 'salt and pepper', 'spring onion', 'tomato', 'vegetable stock', 'zucchini']"
644711,https://www.foodista.com/recipe/6NMBV7Q6/gingered-roast-beef,8,45,None,None,528.91,False,[],['gluten free'],True,False,False,False,False,False,16,11,"['butter', 'cornflour', 'garlic', 'root ginger', 'marsala', 'waitrose olive oil', 'peppers', 'waitrose new potatoes', 'top rump', 'salt and pepper', 'kikkoman soy sauce']"
632244,https://www.foodista.com/recipe/62BLCZVT/alouette-chicken-paprika,4,45,None,None,329.59,False,[],"['gluten free', 'primal']",True,False,False,False,False,False,9,6,"['butter', 'chicken breasts halves', 'garlic powder', 'alouette garlic & herbs spreadable cheese', 'milk', 'paprika']"
632854,https://www.foodista.com/recipe/Z3NDBPTS/asian-noodles,4,45,None,None,363.42,False,['Asian'],['dairy free'],False,False,False,False,False,False,16,13,"['carrots', 'cashews', 'egg noodles', 'ginger', 'shiitake mushrooms', 'garlic clove', 'chile pepper', 'hoisin sauce', 'peanut oil', 'bell pepper', 'rice wine vinegar', 'scallions', 'snow peas']"
659502,https://www.foodista.com/recipe/PJSXVGQW/savoury-mushroom-stuffed-pork-tenderloin,8,45,None,None,164.54,False,[],['dairy free'],False,False,False,False,False,False,10,9,"['dijon mustard', 'mushrooms', 'pepper and onion', 'bell pepper', 'pork tenderloin', 'savory and sage leaves', 'salt', 'vegetable oil', 'bread crumbs']"
637260,https://www.foodista.com/recipe/7YL4LGLJ/cashew-nut-chicken,6,20,None,None,193.83,False,[],"['gluten free', 'dairy free']",True,False,False,False,False,False,7,16,"['carrots', 'cashew nuts', 'heart celery', 'chicken breasts', 'chili flakes', 'chili paste', 'rice', 'garlic', 'mushroom', 'onion', 'oyster sauce', 'peppers', 'soy sauce', 'sugar', 'vegetable oil', 'vinegar']"
715394,https://www.pinkwhen.com/chicken-enchilada-casserole-recipe/,8,45,30,15,135.18,False,['Mexican'],[],False,False,False,False,False,True,16,7,"['verde enchilada sauce', 'cheese', 'chicken pre', 'canned tomatoes', 'refried beans', 'flour tortillas torn into bite sized pieces', 'green onion tops optional']"
662850,https://www.foodista.com/recipe/Y56N3CVY/tangy-savory-mexican-soup,8,45,None,None,222.17,False,['Mexican'],['gluten free'],True,False,False,False,False,False,7,19,"['avocado', 'carrots', 'cilantro', 'garlic cloves', 'ground beef', 'lime juice', 'oregano', 'bell peppers', 'chili flakes', 'onion', 'sea salt & pepper', 'cream', 'tomato paste', 'tortilla chips', 'combination of water', 'onion', 'zucchini', 'cortido', 'cortido']"
645514,https://www.foodista.com/recipe/72TL7P4J/green-salad-with-fresh-orange-juice-dressing,2,15,None,None,278.9,False,[],"['gluten free', 'dairy free', 'lacto ovo vegetarian']",True,False,False,True,False,False,4,12,"['carrot', 'hardboiled eggs', 'granulated sugar', 'apple', 'ground pepper', 'jicama', 'lime', 'olive oil', 'oranges', 'romaine lettuce', 'sea salt', 'tomato']"
641962,https://www.foodista.com/recipe/XQNPGJDB/easy-eggplant-parmesan,4,45,None,None,262.65,False,"['Mediterranean', 'Italian', 'European']","['gluten free', 'lacto ovo vegetarian', 'primal']",True,False,False,True,False,False,13,7,"['olive oil', 'onion', 'garlic clove', 'pasta sauce', 'eggplant', 'style cheese', 'basil leaves']"
645384,https://www.foodista.com/recipe/F7WPPMM3/greek-yogurt-chicken-salad,4,30,None,None,309.37,False,"['Mediterranean', 'European', 'Greek']","['gluten free', 'primal']",True,False,False,False,False,False,13,7,"['cashews', 'chicken breasts', 'craisins', 'dijon mustard', 'garlic powder', 'greek yogurt', 'salt']"
638369,https://www.foodista.com/recipe/6458DTC4/chicken-tangsuyuk-sweet-n-sour-chicken,4,30,None,None,271.36,False,"['Chinese', 'Asian']",['dairy free'],False,False,False,False,False,False,15,14,"['carrots', 'chicken breasts', 'cider vinegar', 'corn starch', 'cornstarch', 'edamame', 'egg', 'flour', 'onion', 'pineapple juice', 'soy sauce', 'sugar', 'vegetable oil', 'water']"
665146,https://www.foodista.com/recipe/GHLG67VL/white-bean-turkey-chili,8,45,None,None,338.7,False,['American'],['dairy free'],False,False,False,False,False,False,17,16,"['olive oil', 'tomatillos', 'onion', 'pasilla peppers', 'jalapeno', 'garlic', 'chili powder', 'chipotle powder', 'cumin', 'coriander', 'salt', 'ground turkey', 'pale ale', 'chicken stock', 'cannellini beans', 'corn']"
638038,https://www.foodista.com/recipe/GDYH8VKD/chicken-cordon-bleu-with-mushroom-sauce,4,45,None,None,398.53,False,[],[],False,False,False,False,False,False,16,16,"['butter', 'chicken breasts', 'chicken broth', 'cooking oil', 'flour', 'parsley', 'garlic', 'gruyere cheese', 'half& half', 'ham', 'mushrooms', 'onion', 'panko bread crumbs', 'salt', 'tarragon', 'white wine']"
986003,https://www.pinkwhen.com/instant-pot-chicken-tacos/,6,25,20,5,444.51,False,['Mexican'],"['gluten free', 'dairy free', 'whole 30']",True,False,False,False,False,False,10,6,"['pepper', 'chicken breasts', 'lime juice', 'purple onion', 'salsa', 'taco seasoning']"
632726,https://www.foodista.com/recipe/5H3DPRV6/aromatic-perch-fillets,3,45,None,None,452.72,False,[],"['dairy free', 'pescatarian']",False,False,False,False,False,False,10,15,"['bay leaves', 'peppercorn', 'cardamom', 'cinnamon', 'corn flour', 'flour', 'garlic', 'ground nutmeg', 'ground paprika', 'ground pepper', 'beer', 'peanut oil', 'perch fillets', 'sea salt', 'seasoning mix']"
